"product1","product2","combo_freq","profreq1","profreq2","support","cof1_2","conf2_1","lift"
"frozen fish","mustard",2,102,92,0.01,2.1739130434782608,1.9607843137254901,3.1888320545609547039094557204623203403510
"coffee","specialty bar",2,474,209,0.01,0.9569377990430622,0.42194092827004215,0.3020612520945632097575462250688138280884
"margarine","pet care",2,482,85,0.01,2.3529411764705883,0.4149377593360996,0.7303880888454966784860354403756262506895
"waffles","white wine",2,277,175,0.01,1.1428571428571428,0.7220216606498195,0.6173078906652913655524677802251815947357
"citrus fruit","instant coffee",2,796,59,0.01,3.389830508474576,0.25125628140703515,0.6371688953240779938292543817266112224179
"cream cheese ","turkey",2,354,80,0.01,2.5,0.5649717514124294,1.0566384180790960077633646695154648978919
"butter","white wine",2,527,175,0.01,1.1428571428571428,0.3795066413662239,0.3244673353212252527800665413844548641318
"butter","zwieback",2,527,60,0.01,3.3333333333333335,0.3795066413662239,0.9463630613535736544812696647131236021053
"hamburger meat","mustard",2,327,92,0.01,2.1739130434782608,0.6116207951070336,0.9946815583034170633504525632532414984565
"candy","white bread",2,215,359,0.01,0.5571030640668524,0.9302325581395349,0.3876919090496858058798643103998456709488
"house keeping products","italian sausage",2,45,946,0.01,0.21141649048625794,4.444444444444445,0.7029363401456424467001851610488416447107
"hygiene articles","softener",2,205,41,0.01,4.878048780487805,0.975609756097561,3.5602617489589528814919828325183904788650
"male cosmetics","roll products ",2,37,82,0.01,2.4390243902439024,5.405405405405405,9.8628872775214235151727144222216330676449
"butter milk","onions",2,263,303,0.01,0.6600660066006601,0.7604562737642585,0.3755097943254401351545289173903003830399
"roll products ","UHT-milk",2,82,320,0.01,0.625,2.4390243902439024,1.1403963414634145926160341881692445309317
"med milk","nuts/prunes",2,1042,33,0.01,6.0606060606060606,0.19193857965451055,0.8702378875123596516734706368621389358051
"flower soil/fertilizer","yogurt",2,16,1647,0.01,0.12143290831815423,12.5,1.1355494839101396054199717693371953723098
"curd","syrup",2,503,21,0.01,9.523809523809524,0.3976143141153081,2.8329073179967811268116825711585691433308
"pudding powder","yogurt",2,17,1647,0.01,0.12143290831815423,11.76470588235294,1.0687524554448372733378154537341757540891
"bottled beer","jam",2,773,34,0.01,5.88235294117647,0.258732212160414,1.1385739289247393253669037224878853677575
"cereals","dish cleaner",2,438,73,0.01,2.73972602739726,0.45662100456621,0.9358854068931006107837317020992798716523
"tidbits","yogurt",2,22,1647,0.01,0.12143290831815423,9.090909090909092,0.8258541701164651703864408534458129655758
"chicken","sparkling wine",2,512,46,0.01,4.3478260869565215,0.390625,1.2705502717391303892710707049018268644787
"dish cleaner","ice cream",2,73,227,0.01,0.881057268722467,2.73972602739726,1.8058053225514452306653760270634997362652
"butter milk","ice cream",2,263,227,0.01,0.881057268722467,0.7604562737642585,0.5012311351568650261584226754470647378685
"bottled water","rum",2,908,32,0.01,6.25,0.22026431718061676,1.0298733480176211068701389357206622198808
"canned beer","dog food",2,702,67,0.01,2.9850746268656714,0.2849002849002849,0.6362206063698600791920961506561126555610
"canned vegetables","white wine",2,82,175,0.01,1.1428571428571428,2.4390243902439024,2.0852961672473866837521775199893164264346
"chicken","snack products",2,512,27,0.01,7.4074074074074066,0.390625,2.1646412037037036256439922526376564995238
"butter","light bulbs",2,527,29,0.01,6.896551724137931,0.3795066413662239,1.9579925407315317016206024690087777827573
"curd cheese","frozen meals",2,46,251,0.01,0.796812749003984,4.3478260869565215,2.5917200762168715514998110510983277543105
"condensed milk","pip fruit",2,98,734,0.01,0.2724795640326975,2.0408163265306123,0.4160040037813490372484600989060553085030
"cream cheese ","white wine",2,354,175,0.01,1.1428571428571428,0.5649717514124294,0.4830347054075867464319208677153136422529
"bottled water","house keeping products",2,908,45,0.01,4.444444444444445,0.22026431718061676,0.7323543808125305667116798396875401873827
"hygiene articles","onions",2,205,303,0.01,0.6600660066006601,0.975609756097561,0.4817515897931256368842094415332651820230
"butter","cling film/bags",2,527,74,0.01,2.7027027027027026,0.3795066413662239,0.7673214010974921511443871980968799178523
"organic sausage","salad dressing",2,22,403,0.01,0.49627791563275436,9.090909090909092,3.3751409880442137364155858897002662766659
"baking powder","hamburger meat",2,121,327,0.01,0.6116207951070336,1.6528925619834711,0.7562868046604493378300804674728075134044
"canned fish","curd",2,115,503,0.01,0.3976143141153081,1.7391304347826086,0.5173135102428904647121843352912847602133
"specialty fat","whipped/sour cream",2,29,654,0.01,0.3058103975535168,6.896551724137931,1.5777707476536960346996715152838643952323
"chocolate marshmallow","pastry",2,60,774,0.01,0.2583979328165375,3.3333333333333335,0.6443583118001722428198266361307524532673
"italian sausage","tidbits",2,946,22,0.01,9.090909090909092,0.21141649048625794,1.4378243321160868240996349601526846415876
"butter milk","cake bar",2,263,92,0.01,2.1739130434782608,0.7604562737642585,1.2367333443544387060246199436294781296867
"hygiene articles","pickled vegetables",2,205,134,0.01,1.4925373134328357,0.975609756097561,1.0893338187113214028816097978149774236108
"berries","specialty chocolate",2,326,239,0.01,0.8368200836820083,0.6134969325153374,0.3840644813512333975399854675509773011715
"light bulbs","yogurt",2,29,1647,0.01,0.12143290831815423,6.896551724137931,0.6265100600883528881732198173175739716248
"cat food","soft cheese",2,177,150,0.01,1.3333333333333335,1.1299435028248588,1.1270809792843690740496375153159479752311
"cream cheese ","detergent",2,354,129,0.01,1.550387596899225,0.5649717514124294,0.6552796391188192297251944012164254274472
"margarine","nuts/prunes",2,482,33,0.01,6.0606060606060606,0.4149377593360996,1.8813026530868853878928148563113837909959
"cake bar","ice cream",2,92,227,0.01,0.881057268722467,2.1739130434782608,1.4328672668071250201121696322305119530037
"abrasive cleaner","frozen meals",2,22,251,0.01,0.796812749003984,9.090909090909092,5.4190510684534587082047245399882800687143
"dental care","salty snack",2,33,281,0.01,0.7117437722419928,6.0606060606060606,3.2270031273589991360383799792644433184726
"domestic eggs","red/blush wine",2,555,157,0.01,1.2738853503184715,0.36036036036036034,0.3434211281345039183715368290167377490261
"chocolate","red/blush wine",2,353,157,0.01,1.2738853503184715,0.56657223796034,0.5399397340358347724589460168035905638310
"chocolate marshmallow","flour",2,60,146,0.01,1.36986301369863,3.3333333333333335,3.4159817351598172314610283313525572337801
"cake bar","meat",2,92,252,0.01,0.7936507936507936,2.1739130434782608,1.2907177363699102367557399548771409509217
"candles","salty snack",2,66,281,0.01,0.7117437722419928,3.0303030303030303,1.6135015636794995643614308387575743076100
"coffee","pet care",2,474,85,0.01,2.3529411764705883,0.42194092827004215,0.7427153139736907152751335001926033916208
"ham","hamburger meat",2,256,327,0.01,0.6116207951070336,0.78125,0.3574636850152905071869864481324384916976
"newspapers","photo/film",2,582,79,0.01,2.5316455696202533,0.3436426116838488,0.6508330070903475346431955378742992575335
"coffee","sweet spreads",2,474,68,0.01,2.941176470588235,0.42194092827004215,0.9283941424671133949110129434521042752944
"hard cheese","oil",2,220,223,0.01,0.8968609865470852,0.9090909090909091,0.6099470036689767414024899119841109068182
"fish","pet care",2,139,85,0.01,2.3529411764705883,1.4388489208633095,2.5327126534066863230424892379322999347844
"pork","tea",2,651,27,0.01,7.4074074074074066,0.30721966205837176,1.7024520680434658317786936696345069279610
"shopping bags","tea",2,874,27,0.01,7.4074074074074066,0.2288329519450801,1.2680735655564030393348267553619634412822
"fish","pickled vegetables",2,139,134,0.01,1.4925373134328357,1.4388489208633095,1.6065714592505099816042243837448219682899
"cling film/bags","newspapers",2,74,582,0.01,0.3436426116838488,2.7027027027027026,0.6948082102721277725279595479926388171150
"nut snack","salad dressing",2,22,403,0.01,0.49627791563275436,9.090909090909092,3.3751409880442137364155858897002662766659
"mayonnaise","white bread",2,75,359,0.01,0.5571030640668524,2.666666666666667,1.1113834726090993112201703730486951956760
"citrus fruit","skin care",2,796,20,0.01,10,0.25125628140703515,1.8796482412060300806046352996136462403128
"condensed milk","specialty fat",2,98,29,0.01,6.896551724137931,2.0408163265306123,10.5292047853624204825118281274993911935727
"chocolate marshmallow","spread cheese",2,60,100,0.01,2,3.3333333333333335,4.9873333333333331577286616888888888197116
"canned beer","nuts/prunes",2,702,33,0.01,6.0606060606060606,0.2849002849002849,1.2917206250539583433888397917595879414686
"butter milk","chocolate",2,263,353,0.01,0.56657223796034,0.7604562737642585,0.3223214381886922406517606027289557157705
"frozen dessert","pip fruit",2,92,734,0.01,0.2724795640326975,2.1739130434782608,0.4431346996801326698183383140248554990263
"female sanitary products","newspapers",2,40,582,0.01,0.3436426116838488,5,1.2853951890034363778772601085249348474249
"chewing gum","liquor",2,180,103,0.01,1.9417475728155338,1.1111111111111112,1.6140237324703343544261860570282162076945
"frozen fish","UHT-milk",2,102,320,0.01,0.625,1.9607843137254901,0.9167892156862744775976152627595155554297
"chocolate marshmallow","sugar",2,60,265,0.01,0.7547169811320755,3.3333333333333335,1.8820125786163521350982069475099877079550
"canned vegetables","liver loaf",2,82,50,0.01,4,2.4390243902439024,7.2985365853658533900126011945270675372233
"delete","white wine",2,110,175,0.01,1.1428571428571428,1.8181818181818181,1.5544935064935064387322957093607690804965
"Instant food products","long life bakery product",2,60,268,0.01,0.7462686567164178,3.3333333333333335,1.8609452736318407308282285487982970342964
"coffee","liquor",2,474,103,0.01,1.9417475728155338,0.42194092827004215,0.6129204047355700080550872548978986929467
"cream cheese ","nut snack",2,354,22,0.01,9.090909090909092,0.5649717514124294,3.8423215202876218522917730173163562585254
"cleaner","rolls/buns",2,31,2001,0.01,0.09995002498750624,6.451612903225806,0.4824039593106672295501669682059729019374
"beverages","zwieback",2,248,60,0.01,3.3333333333333335,0.8064516129032258,2.0110215053763440158440664050757312483174
"large milk","soups",2,769,48,0.01,4.166666666666666,0.26007802340702213,0.8106848721283051303423971419906321215224
"jam","tropical fruit",2,34,1014,0.01,0.19723865877712032,5.88235294117647,0.8679661213597864876439686995172691949819
"cream cheese ","female sanitary products",2,354,40,0.01,5,0.5649717514124294,2.1132768361581920115743733362060711858393
"cereals","syrup",2,438,21,0.01,9.523809523809524,0.45662100456621,3.2533159382474449927268038728178659515984
"long life bakery product","mustard",2,268,92,0.01,2.1739130434782608,0.7462686567164178,1.2136599610642439538352922224079781788906
"chocolate","grapes",2,353,216,0.01,0.9259259259259258,0.56657223796034,0.3924561955723428671798022792661700934008
"candles","specialty bar",2,66,209,0.01,0.9569377990430622,3.0303030303030303,2.1693489923154994142241921793424735591711
"meat","napkins",2,252,331,0.01,0.6042296072507553,0.7936507936507936,0.3587493406224523921949674096517798707235
"curd cheese","newspapers",2,46,582,0.01,0.3436426116838488,4.3478260869565215,1.1177349469595098956240903418051810660552
"salt","seasonal products",2,89,106,0.01,1.8867924528301887,2.247191011235955,3.1719313122747507873718114592710168731392
"hygiene articles","salty snack",2,205,281,0.01,0.7117437722419928,0.975609756097561,0.5194687961114486406872508140642567911188
"dog food","salad dressing",2,67,403,0.01,0.49627791563275436,2.9850746268656714,1.1082552498055627187450750798910984480578
"flower (seeds)","italian sausage",2,69,946,0.01,0.21141649048625794,2.898550724637681,0.4584367435732450735372726089540043888660
"butter milk","pet care",2,263,85,0.01,2.3529411764705883,0.7604562737642585,1.3385819727130395402286349164658188330007
"cling film/bags","ham",2,74,256,0.01,0.78125,2.7027027027027026,1.5796030405405404829866064412999623831169
"specialty chocolate","turkey",2,239,80,0.01,2.5,0.8368200836820083,1.5650627615062760953884613231123404528106
"cat food","sliced cheese",2,177,210,0.01,0.9523809523809524,1.1299435028248588,0.8050578423459779102648891859338775344943
"beef","roll products ",2,508,82,0.01,2.4390243902439024,0.39370078740157477,0.7183599001344343889754184789838943390706
"beef","liquor",2,508,103,0.01,1.9417475728155338,0.39370078740157477,0.5718981729225594169825540479462521750502
"hygiene articles","popcorn",2,205,48,0.01,4.166666666666666,0.975609756097561,3.0410569105691055874304053944411393735120
"fruit/vegetable juice","spread cheese",2,509,100,0.01,2,0.3929273084479371,0.5878978388998035151734621164500677479594
"beef","salt",2,508,89,0.01,2.247191011235955,0.39370078740157477,0.6618596832699283136687010730983966836631
"fish","whipped/sour cream",2,139,654,0.01,0.3058103975535168,1.4388489208633095,0.3291751919565265100057907897190067458204
"salty snack","zwieback",2,281,60,0.01,3.3333333333333335,0.7117437722419928,1.7748517200474495232116949622105989882553
"canned vegetables","pasta",2,82,121,0.01,1.6528925619834711,2.4390243902439024,3.0159242088288650392090996115193368748615
"curd cheese","frozen potato products",2,46,72,0.01,2.7777777777777777,4.3478260869565215,9.0350241545893716599723628468575695686473
"large milk","spices",2,769,40,0.01,5,0.26007802340702213,0.9728218465539661533785098061928332112242
"beef","mayonnaise",2,508,75,0.01,2.666666666666667,0.39370078740157477,0.7854068241469815998551269657828204361365
"chewing gum","flour",2,180,146,0.01,1.36986301369863,1.1111111111111112,1.1386605783866057428738628007941637925500
"dessert","semi-finished bread",2,353,142,0.01,1.4084507042253522,0.56657223796034,0.5969756214339863328778777682769047434911
"beverages","misc. beverages",2,248,236,0.01,0.847457627118644,0.8064516129032258,0.5112766539092400037256211251857489468174
"mayonnaise","seasonal products",2,75,106,0.01,1.8867924528301887,2.666666666666667,3.7640251572327042723215967026620781068092
"berries","hygiene articles",2,326,205,0.01,0.975609756097561,0.6134969325153374,0.4477629806972916195587011167962448305134
"frozen meals","hygiene articles",2,251,205,0.01,0.975609756097561,0.796812749003984,0.5815567000291516654360445924840659236638
"frozen potato products","small milk",2,72,1317,0.01,0.15186028853454822,2.7777777777777777,0.3155741162574875447429564711641082518251
"dental care","sauces",2,33,442,0.01,0.4524886877828055,6.0606060606060606,2.0515562868504044278380999513629512221039
"rum","yogurt",2,32,1647,0.01,0.12143290831815423,6.25,0.5677747419550698027099858846685976861549
"large milk","packaged fruit/vegetables",2,769,127,0.01,1.574803149606299,0.26007802340702213,0.3064005815918003637200390631489747352035
"long life bakery product","rum",2,268,32,0.01,6.25,0.7462686567164178,3.4892723880597013616018462839719316378454
"beef","pickled vegetables",2,508,134,0.01,1.4925373134328357,0.39370078740157477,0.4395933717240568652306100862959132936389
"butter","Instant food products",2,527,60,0.01,3.3333333333333335,0.3795066413662239,0.9463630613535736544812696647131236021053
"curd cheese","UHT-milk",2,46,320,0.01,0.625,4.3478260869565215,2.0328804347826086230713377924149338442373
"dessert","male cosmetics",2,353,37,0.01,5.405405405405405,0.56657223796034,2.2910956282061097132912081161091762741606
"ham","soups",2,256,48,0.01,4.166666666666666,0.78125,2.4352213541666665830665956709120007611445
"margarine","salt",2,482,89,0.01,2.247191011235955,0.4149377593360996,0.6975616578861485131194313986721907521192
"newspapers","pickled vegetables",2,582,134,0.01,1.4925373134328357,0.3436426116838488,0.3837000564189362328448075224111884513417
"flower soil/fertilizer","tropical fruit",2,16,1014,0.01,0.19723865877712032,12.5,1.8444280078895462821851493902913453503308
"bottled water","light bulbs",2,908,29,0.01,6.896551724137931,0.22026431718061676,1.1364119702263405361161005235175860023294
"herbs","semi-finished bread",2,550,142,0.01,1.4084507042253522,0.36363636363636365,0.3831498079385403191701226147638947441233
"beef","specialty cheese",2,508,72,0.01,2.7777777777777777,0.39370078740157477,0.8181321084864391661757324613800462095068
"hamburger meat","specialty cheese",2,327,72,0.01,2.7777777777777777,0.6116207951070336,1.2709819911654773592997459247794399897740
"chocolate","pasta",2,353,121,0.01,1.6528925619834711,0.56657223796034,0.7005829606911244571745168916483594466403
"pasta","waffles",2,121,277,0.01,0.7220216606498195,1.6528925619834711,0.8928006683175701570052455345067830523572
"ice cream","salad dressing",2,227,403,0.01,0.49627791563275436,0.881057268722467,0.3271061750527431808756266544425064178275
"fish","soft cheese",2,139,150,0.01,1.3333333333333335,1.4388489208633095,1.4352038369304555833100402129634422347381
"mustard","pork",2,92,651,0.01,0.30721966205837176,2.1739130434782608,0.4996326721431910594467342378372836294761
"flower (seeds)","liver loaf",2,69,50,0.01,4,2.898550724637681,8.6736231884057967885266724940138627797532
"pip fruit","specialty fat",2,734,29,0.01,6.896551724137931,0.2724795640326975,1.4058066334680070936116518103019886792302
"ketchup","yogurt",2,32,1647,0.01,0.12143290831815423,6.25,0.5677747419550698027099858846685976861549
"dental care","pastry",2,33,774,0.01,0.2583979328165375,6.0606060606060606,1.1715605669094040789165871688497622690313
"misc. beverages","pot plants",2,236,117,0.01,1.7094017094017095,0.847457627118644,1.0837317108503548801557375442980080400563
"napkins","pot plants",2,331,117,0.01,1.7094017094017095,0.6042296072507553,0.7726908874945128450805220233126522852925
"specialty bar","white wine",2,209,175,0.01,1.1428571428571428,0.9569377990430622,0.8181544771018454940110588552310372563168
"prosecco","soda",2,19,1824,0.01,0.10964912280701754,10.526315789473683,0.8634579870729454911095270786760298659306
"hamburger meat","processed cheese",2,327,152,0.01,1.3157894736842104,0.6116207951070336,0.6020441010783840122340332754778722934486
"baking powder","sugar",2,121,265,0.01,0.7547169811320755,1.6528925619834711,0.9332293778262903146170066857947717406487
"honey","whipped/sour cream",2,13,654,0.01,0.3058103975535168,15.384615384615385,3.5196424370736295921222080105025732760539
"curd cheese","napkins",2,46,331,0.01,0.6042296072507553,4.3478260869565215,1.9653224747143044091115072289963404246184
"berries","frozen dessert",2,326,92,0.01,2.1739130434782608,0.6134969325153374,0.9977327287276606736367411151375940976304
"cream cheese ","mustard",2,354,92,0.01,2.1739130434782608,0.5649717514124294,0.9188160157209530500048715839175200274841
"butter","liquor (appetizer)",2,527,67,0.01,2.9850746268656714,0.3795066413662239,0.8474893086748420788922839790742994883181
"dishes","ham",2,135,256,0.01,0.78125,1.4814814814814816,0.8658564814814814502575969010550625998095
"ice cream","popcorn",2,227,48,0.01,4.166666666666666,0.881057268722467,2.7463289280469896259758279149982425344356
"brown bread","mayonnaise",2,563,75,0.01,2.666666666666667,0.3552397868561279,0.7086796921255180333748949148830186833648
"delete","napkins",2,110,331,0.01,0.6042296072507553,1.8181818181818181,0.8218621257896182077868552281038050999386
"condensed milk","misc. beverages",2,98,236,0.01,0.847457627118644,2.0408163265306123,1.2938429609131787855595875090827447497170
"cream cheese ","salty snack",2,354,281,0.01,0.7117437722419928,0.5649717514124294,0.3008223254317711054510990024550669755216
"dog food","pet care",2,67,85,0.01,2.3529411764705883,2.9850746268656714,5.2544337137840208867453117222337415939977
"artif. sweetener","napkins",2,29,331,0.01,0.6042296072507553,6.896551724137931,3.1174080633399311386870173802808592776056
"cat food","grapes",2,177,216,0.01,0.9259259259259258,1.1299435028248588,0.7826951245030340796565526699121903787675
"bottled water","cocoa drinks",2,908,16,0.01,12.5,0.22026431718061676,2.0597466960352422137402778714413244397616
"pastry","rice",2,774,49,0.01,4.081632653061225,0.2583979328165375,0.7890101777144966237003976458884819360817
"chewing gum","sugar",2,180,265,0.01,0.7547169811320755,1.1111111111111112,0.6273375262054507111779454232207762611404
"coffee","instant coffee",2,474,59,0.01,3.389830508474576,0.42194092827004215,1.0700135879281984873740068951740313418839
"citrus fruit","delete",2,796,110,0.01,1.8181818181818181,0.25125628140703515,0.3417542256738236517162964260022651529388
"bottled water","instant coffee",2,908,59,0.01,3.389830508474576,0.22026431718061676,0.5585753751959978888260670822418218988173
"flour","salty snack",2,146,281,0.01,0.7117437722419928,1.36986301369863,0.7293911178277189814441481640630925535666
"canned fish","chewing gum",2,115,180,0.01,1.1111111111111112,1.7391304347826086,1.4456038647342994649947690270484725587232
"dishes","UHT-milk",2,135,320,0.01,0.625,1.4814814814814816,0.6926851851851851602870459250685871139709
"chicken","soups",2,512,48,0.01,4.166666666666666,0.390625,1.2176106770833332915332978354560003805723
"packaged fruit/vegetables","soft cheese",2,127,150,0.01,1.3333333333333335,1.574803149606299,1.5708136482939631976807717682848699382737
"chewing gum","ice cream",2,180,227,0.01,0.881057268722467,1.1111111111111112,0.7323543808125305658615762812214816704835
"pet care","sauces",2,85,442,0.01,0.4524886877828055,2.3529411764705883,0.7964865584242746585625841037604616296821
"hard cheese","specialty chocolate",2,220,239,0.01,0.8368200836820083,0.9090909090909091,0.5691137314568276711471118407914994330259
"ham","salty snack",2,256,281,0.01,0.7117437722419928,0.78125,0.4159808718861209816947873341169562719430
"chicken","liquor (appetizer)",2,512,67,0.01,2.9850746268656714,0.390625,0.8723180970149253429039504282223299026721
"house keeping products","pickled vegetables",2,45,134,0.01,1.4925373134328357,4.444444444444445,4.9625207296849086155419427967954587581236
"cat food","waffles",2,177,277,0.01,0.7220216606498195,1.1299435028248588,0.6103326602622937227326254168710025101707
"house keeping products","tropical fruit",2,45,1014,0.01,0.19723865877712032,4.444444444444445,0.6557966250273942353011690782691237686115
"cereals","photo/film",2,438,79,0.01,2.5316455696202533,0.45662100456621,0.8648055025721056284042061068010911473671
"chewing gum","meat",2,180,252,0.01,0.7936507936507936,1.1111111111111112,0.6597001763668430099212198272724727785696
"condensed milk","hamburger meat",2,98,327,0.01,0.6116207951070336,2.0408163265306123,0.9337826873868813253978186693487625774439
"bottled beer","potato products",2,773,23,0.01,8.695652173913043,0.258732212160414,1.6831092862365711756632484258003173234185
"cake bar","Instant food products",2,92,60,0.01,3.3333333333333335,2.1739130434782608,5.4210144927536229982364515647973113890376
"artif. sweetener","curd",2,29,503,0.01,0.3976143141153081,6.896551724137931,2.0514156440666346060465602001468469082656
"ketchup","pork",2,32,651,0.01,0.30721966205837176,6.25,1.4364439324116742935732659210926827416116
"abrasive cleaner","soda",2,22,1824,0.01,0.10964912280701754,9.090909090909092,0.7457137161084529252077368904752002113799
"dog food","sliced cheese",2,67,210,0.01,0.9523809523809524,2.9850746268656714,2.1267945984363894075202511273463123295097
"dishes","seasonal products",2,135,106,0.01,1.8867924528301887,1.4814814814814816,2.0911250873515023711944119787416598001036
"rice","yogurt",2,49,1647,0.01,0.12143290831815423,4.081632653061225,0.3707916682155557903740394971061983448795
"bathroom cleaner","waffles",2,17,277,0.01,0.7220216606498195,11.76470588235294,6.3546400509662346191866432694116330700797
"onions","salty snack",2,303,281,0.01,0.7117437722419928,0.6600660066006601,0.3514557861480098062641882218825034001496
"butter","specialty cheese",2,527,72,0.01,2.7777777777777777,0.3795066413662239,0.7886358844613113784066255510578768669777
"chewing gum","whipped/sour cream",2,180,654,0.01,0.3058103975535168,1.1111111111111112,0.2541963982330954716961481094585780892196
"canned vegetables","curd",2,82,503,0.01,0.3976143141153081,2.4390243902439024,0.7255006546089317487734797960562846641917
"beverages","mustard",2,248,92,0.01,2.1739130434782608,0.8064516129032258,1.3115357643758765309346405188701514129865
"beef","flower (seeds)",2,508,69,0.01,2.898550724637681,0.39370078740157477,0.8537030697249799991020594364755207201200
"italian sausage","rubbing alcohol",2,946,5,0.01,40,0.21141649048625794,6.3264270613107819571976653218849616625802
"male cosmetics","oil",2,37,223,0.01,0.8968609865470852,5.405405405405405,3.6267119137074292768037417828736939300417
"cake bar","frozen vegetables",2,92,419,0.01,0.47732696897374705,2.1739130434782608,0.7762789249766524575008732277943365139301
"frozen potato products","hard cheese",2,72,220,0.01,0.9090909090909091,2.7777777777777777,1.8891414141414140751399024959187837624260
"rubbing alcohol","small milk",2,5,1317,0.01,0.15186028853454822,40,4.5442672741078206008596698522734957003341
"candy","salt",2,215,89,0.01,2.247191011235955,0.9302325581395349,1.5638359027959236431441535244913450442883
"sugar","turkey",2,265,80,0.01,2.5,0.7547169811320755,1.4115094339622641004436967043431826357332
"frozen vegetables","pickled vegetables",2,419,134,0.01,1.4925373134328357,0.47732696897374705,0.5329676201332240753249806506609828194720
"artif. sweetener","large milk",2,29,769,0.01,0.26007802340702213,6.896551724137931,1.3418232366261602167487271291626861000396
"beef","male cosmetics",2,508,37,0.01,5.405405405405405,0.39370078740157477,1.5920408597573951356998561141972538944021
"dental care","tropical fruit",2,33,1014,0.01,0.19723865877712032,6.0606060606060606,0.8942681250373557762215966029008607228445
"butter milk","red/blush wine",2,263,157,0.01,1.2738853503184715,0.7604562737642585,0.7247099852268048468724804510411548777591
"frozen vegetables","liquor (appetizer)",2,419,67,0.01,2.9850746268656714,0.47732696897374705,1.0659352402664481518401495897448460304303
"artif. sweetener","bottled water",2,29,908,0.01,0.22026431718061676,6.896551724137931,1.1364119702263405361161005235175860023294
"dental care","large milk",2,33,769,0.01,0.26007802340702213,6.0606060606060606,1.1791779958229892808321773045148506169708
"artif. sweetener","grapes",2,29,216,0.01,0.9259259259259258,6.896551724137931,4.7771392081736907734599834791522923567037
"hair spray","sausage",2,9,1362,0.01,0.14684287812041116,22.22222222222222,2.4411812693751018728056198423405676261929
"flower (seeds)","med milk",2,69,1042,0.01,0.19193857965451055,2.898550724637681,0.4162007288102589631054311775752805247154
"frozen dessert","white bread",2,92,359,0.01,0.5571030640668524,2.1739130434782608,0.9060191352791570464045094242869871566040
"onions","rum",2,303,32,0.01,6.25,0.6600660066006601,3.0862211221122111050951198479996516795728
"cat food","sparkling wine",2,177,46,0.01,4.3478260869565215,1.1299435028248588,3.6752640628838121984661162534986790331191
"oil","soft cheese",2,223,150,0.01,1.3333333333333335,0.8968609865470852,0.8945889387144992202369304272356170632194
"frozen vegetables","rice",2,419,49,0.01,4.081632653061225,0.47732696897374705,1.4575032877112658395405554210733043814130
"margarine","meat spreads",2,482,35,0.01,5.714285714285714,0.4149377593360996,1.7737996443390633615914711068180996171614
"berries","pickled vegetables",2,326,134,0.01,1.4925373134328357,0.6134969325153374,0.6850105301712297162614651119907100910823
"napkins","nut snack",2,331,22,0.01,9.090909090909092,0.6042296072507553,4.1093106289480910445236857432755107927149
"dishes","finished products",2,135,64,0.01,3.125,1.4814814814814816,3.4634259259259258030545977098336762532672
"flour","flower (seeds)",2,146,69,0.01,2.898550724637681,1.36986301369863,2.9704189001389715030418560803715401070805
"canned fish","chocolate",2,115,353,0.01,0.56657223796034,1.7391304347826086,0.7371351151619657328047139068700657570330
"cream cheese ","pudding powder",2,354,17,0.01,11.76470588235294,0.5649717514124294,4.9724160850780988398224535168174447449336
"canned fish","specialty chocolate",2,115,239,0.01,0.8368200836820083,1.7391304347826086,1.0887393123521920660915972640442341569429
"flower (seeds)","pastry",2,69,774,0.01,0.2583979328165375,2.898550724637681,0.5603115754784106454442908840378728531023
"fish","sliced cheese",2,139,210,0.01,0.9523809523809524,1.4388489208633095,1.0251455978074682740850425984861795069515
"hamburger meat","red/blush wine",2,327,157,0.01,1.2738853503184715,0.6116207951070336,0.5828707220631488524333333539958314433731
"dental care","dessert",2,33,353,0.01,0.56657223796034,6.0606060606060606,2.5688041892007896794829626202441677119458
"candy","hard cheese",2,215,220,0.01,0.9090909090909091,0.9302325581395349,0.6326427061310782015832355587340040849735
"hygiene articles","tea",2,205,27,0.01,7.4074074074074066,0.975609756097561,5.4063233965672988127362981712009231289400
"cling film/bags","shopping bags",2,74,874,0.01,0.2288329519450801,2.7027027027027026,0.4626754901354443520164970823265993138604
"ice cream","seasonal products",2,227,106,0.01,1.8867924528301887,0.881057268722467,1.2436206466627877539154696927929670722852
"syrup","yogurt",2,21,1647,0.01,0.12143290831815423,9.523809523809524,0.8651805591696301801812278455531036405583
"dental care","napkins",2,33,331,0.01,0.6042296072507553,6.0606060606060606,2.7395404192987273630157904955170071951433
"herbs","ketchup",2,550,32,0.01,6.25,0.36363636363636365,1.7002272727272726636302218719008265621409
"beef","jam",2,508,34,0.01,5.88235294117647,0.39370078740157477,1.7325150532654005874074488906590269697735
"detergent","frozen potato products",2,129,72,0.01,2.7777777777777777,1.550387596899225,3.2217915590008612133829172620279674556620
"grapes","hard cheese",2,216,220,0.01,0.9090909090909091,0.9259259259259258,0.6297138047138046917133008319729279208087
"instant coffee","onions",2,59,303,0.01,0.6600660066006601,3.389830508474576,1.6738826425015382275534816165891337463658
"finished products","ice cream",2,64,227,0.01,0.881057268722467,3.125,2.0597466960352422178767704119737186662113
"dog food","processed cheese",2,67,152,0.01,1.3157894736842104,2.9850746268656714,2.9383346425765906293617926029092967835131
"chicken","liver loaf",2,512,50,0.01,4,0.390625,1.1689062499999999579773052631835937642917
